Gender,Height,Weight
Male,172.5,87.4
Male,189.8,94
Male,173.7,81.3
Male,192.4,102.7
Male,180.4,84.5
Male,179.7,92
Male,193.8,105.9
Male,176.8,87.1
Male,176.7,88.4
Male,176.7,89
Male,167.2,71.5
Male,172.2,83.9
Male,173.7,81.4
Male,164.9,71.9
Male,173.8,82.8
Male,184.6,93.9
Male,167.8,73.3
Male,155.7,68.2
Male,173.4,72.6
Male,191.2,101.4
Male,168.8,82.8
Male,169,81.3
Male,172.1,81.2
Male,182.3,95.6
Male,175.3,90.9
Male,173.5,84
Male,187.9,97.5
Male,174.6,88.1
Male,186.9,94
Male,170,76.7
Male,176.2,88.5
Male,170.2,83.2
Male,183,90.8
Male,172.4,79.6
Male,162.4,69.8
Male,167.9,78.2
Male,187.5,94.7
Male,164.5,73
Male,170.2,85.7
Male,180,88
Male,171.2,76.5
Male,170,79.4
Male,164.3,79.9
Male,171,76.5
Male,173.5,88.2
Male,187.5,103.2
Male,168.3,80.1
Male,172,80.4
Male,167.3,80.8
Male,182.4,95.9
Male,166,70.6
Male,172.6,87.1
Male,190.9,97.2
Male,161.1,74
Male,165.4,71.1
Male,172,74.8
Male,183.7,91.6
Male,176.4,89.7
Male,164.8,80.2
Male,170.1,85.3
Male,169.9,82.6
Male,173,79.7
Male,178.8,79.9
Male,179.1,93.6
Male,177.2,89.7
Male,173.8,80.3
Male,170.9,79
Male,173.3,79.7
Male,171.5,81.8
Male,189,100.1
Male,175.3,82.5
Male,173.6,85.1
Male,175.3,85.4
Male,164.7,74.7
Male,185.6,98
Male,181.9,95.7
Male,178.4,86.6
Male,180.4,89.9
Male,176.2,85.1
Male,162.9,71.5
Male,179.2,92.7
Male,161,64
Male,181.4,94
Male,177.5,98.9
Male,169.9,76.9
Male,181,86.7
Male,186.9,90.5
Male,173.1,91.4
Male,186.9,97.6
Male,177.5,78
Male,164.8,73.3
Male,183,95.1
Male,171.2,74.2
Male,171.8,80.5
Male,176.7,90.6
Male,168.4,81.5
Male,174.5,80.7
Male,179.2,82.4
Male,168.5,73.9
Male,173.7,80.1
Male,183.8,101.9
Male,170.7,87.9
Male,171.5,74.4
Male,174.3,86
Male,174.1,84.4
Male,178.6,89.2
Male,175,88.6
Male,176.2,90.2
Male,184.4,91
Male,171.6,80.9
Male,175.9,91.7
Male,178,83.7
Male,176,87.8
Male,189.7,104.4
Male,171.6,78.4
Male,170.3,77.7
Male,184.8,92
Male,173.6,92.7
Male,170.4,76.3
Male,188.5,89.6
Male,154.5,62.5
Male,176.9,90.9
Male,172,88.1
Male,177.3,88.2
Male,177.8,94.4
Male,163.7,75.5
Male,164.6,84
Male,176.7,89.4
Male,172.7,88
Male,179,92.2
Male,188.1,94.2
Male,182.4,89.7
Male,170.9,83
Male,171.7,79.1
Male,158.2,67.8
Male,182.8,97.6
Male,173.8,81.6
Male,176.7,92.2
Male,180.6,82.9
Male,183.2,98.1
Male,184.3,96.9
Male,164.4,73.5
Male,180.2,96.3
Male,179.7,89.7
Male,168.5,78
Male,179.5,92.2
Male,169.8,74.7
Male,178.2,87.4
Male,181.9,94.7
Male,178.4,89.9
Male,172.3,76.2
Male,183.1,95
Male,175,79.8
Male,177.1,89
Male,176.1,88.4
Male,174.1,81.1
Male,174.3,87.6
Male,188.2,98.8
Male,183.8,98.4
Male,173.8,86.2
Male,174.3,82.2
Male,165.2,78.7
Male,192,98.5
Male,178.7,90.3
Male,186.5,99.9
Male,186.1,94.9
Male,166,78.3
Male,189.7,101.9
Male,175.1,94.2
Male,177.1,86.7
Male,170,79.8
Male,187.9,96.8
Male,179.2,82.5
Male,184.8,95.6
Male,176.9,86
Male,177.2,92.6
Male,169.3,83.7
Male,174.9,90.7
Male,172.5,77.5
Male,182.8,96
Male,191.7,98.9
Male,161.7,72.6
Male,175.5,83.9
Male,180.5,88
Male,192.3,113.2
Male,180.7,86.8
Male,177.6,89.5
Male,172.2,82.8
Male,172.7,84.2
Male,179.7,90.1
Male,166.7,78.3
Male,187.6,98.8
Male,182.4,89.5
Male,157.9,67.1
Male,164.6,71.7
Male,159.4,63.6
Male,175.3,86.7
Male,177.1,92.6
Male,171.6,77.7
Male,186.1,91.8
Male,177.2,89.8
Male,180.1,101.9
Male,171.5,85.5
Male,180.5,87.1
Male,178.8,94.3
Male,179.8,88.8
Male,176.4,86.4
Male,165.3,69.2
Male,184.5,94
Male,175.2,80.7
Male,169,78.7
Male,192.6,104.8
Male,183.6,90.2
Male,169.8,81.9
Male,161.7,73
Male,173.7,85.6
Male,176.9,91
Male,184.7,92.2
Male,187.3,94.4
Male,167.5,73.7
Male,169.2,72.6
Male,173.9,91.2
Male,186.6,96.1
Male,160.5,67.4
Male,172.6,86.8
Male,189.8,94
Male,164.2,78.2
Male,180.8,83.3
Male,171.2,81.9
Male,171.1,77.3
Male,179.9,91.4
Male,174,87.1
Male,180.7,96.1
Male,170.7,84.3
Male,179.6,80.3
Male,175.7,91.2
Male,186.6,92.2
Male,182,91
Male,177.7,82.7
Male,189.7,95
Male,172.4,76.6
Male,182.1,85.6
Male,183.4,88.6
Male,173,78.9
Male,169.1,74
Male,178.3,82.2
Male,194.2,108.7
Male,168,75.3
Male,167.4,69.4
Male,182.5,90.9
Male,175.6,89.6
Male,186.3,98.6
Male,175.4,88.3
Male,182.5,92.3
Male,182.5,92.7
Male,154.4,58.2
Male,175.4,82.3
Male,173.5,85.7
Male,180.3,90.1
Male,182.7,90.2
Male,177.7,85
Male,182.7,92.9
Male,180.4,88
Male,183.6,93.4
Male,168.3,79
Male,173.4,83.2
Male,183.8,99.1
Male,171.4,79.5
Male,179.7,93.6
Male,182,85.9
Male,181.7,97.2
Male,167.8,79.6
Male,179,90.9
Male,180.2,98.1
Male,169.2,72.3
Male,165.8,76.1
Male,177.1,82.8
Male,182.5,96.5
Male,170.1,76.8
Male,175.8,79.8
Male,165.7,79.4
Male,184.6,82.2
Male,184.9,85.7
Male,169.1,81
Male,159,65.6
Male,172.1,74.5
Male,173.9,79.1
Male,172,76.9
Male,194.6,116.1
Male,186.9,101
Male,171.8,76.1
Male,177.2,91.2
Male,166.9,77.5
Male,174.7,78.5
Male,179.6,85
Male,175.8,83.9
Male,189.6,96.6
Male,178.7,91.6
Male,173,76.1
Male,180.6,95.6
Male,177.8,93.6
Male,165.8,71
Male,171.9,76.9
Male,188.1,103.6
Male,174.6,78.1
Male,175.9,87.3
Male,174.8,79
Male,172.1,81.4
Male,181.5,87.5
Male,179.5,88.7
Male,173.7,85.2
Male,181.5,92.8
Male,176.2,96.2
Male,189.1,95.2
Male,183.6,89.2
Male,185.6,94.4
Male,173,80
Male,171.3,85.9
Male,179.9,88.1
Male,170.8,80.2
Male,180.9,95.1
Male,167.1,71.9
Male,163.9,77.7
Male,171.4,81.8
Male,181.2,95.9
Male,173.2,86.2
Male,171.4,80.9
Male,166.8,74
Male,172,70.4
Male,158,59.3
Male,171.3,84.7
Male,176.7,88
Male,177.6,92.9
Male,174.9,90.4
Male,180.2,87.2
Male,181.8,94.3
Male,168.9,73.4
Male,175.3,86.6
Male,172.9,77.6
Male,178.9,85.4
Male,180.9,91
Male,178.3,85.5
Male,168.9,75.1
Male,178.8,81.1
Male,174.9,79.3
Male,176.7,85
Male,175.8,91.4
Male,182.1,93.6
Male,174,91.1
Male,178,102.1
Male,180.1,90.4
Male,170.5,77.5
Male,171.8,79.3
Male,180.3,97.4
Male,169.9,79.5
Male,173.9,84.9
Male,168.3,74.2
Male,167.1,71.2
Male,163.7,72.1
Male,167.3,70.3
Male,177.6,80.6
Male,175.6,89.1
Male,179,88.1
Male,186.7,95.1
Male,183.7,88.4
Male,187.3,92.5
Male,186.8,96.2
Male,160.3,70.3
Male,183.6,95.1
Male,180.6,79.2
Male,182.9,93.4
Male,169.4,85.9
Male,161.5,65.7
Male,179.6,84.8
Male,192.2,105.3
Male,173.1,83.1
Male,178.4,87
Male,181.8,88.3
Male,182,92.7
Male,189.7,94.3
Male,169.7,79.1
Male,172.8,84.1
Male,173.3,76.3
Male,183,92.5
Male,169.4,74.5
Male,165.4,82
Male,173.3,79.2
Male,178.5,90.1
Male,175.2,75.7
Male,185,92.1
Male,179,86.4
Male,175.9,78.2
Male,167.9,82.1
Male,154.9,61.2
Male,167.9,76.9
Male,176.1,90
Male,179.8,87.2
Male,164.7,73.1
Male,170,77.1
Male,180.8,86.9
Male,171.9,78.6
Male,174,82.6
Male,170.5,85.7
Male,172.8,80.1
Male,180.4,98.7
Male,166.7,76.2
Male,174.4,80.5
Male,183.6,92.7
Male,177.3,98.5
Male,168.7,77.2
Male,171.7,78.9
Male,180.6,85.3
Male,167.2,78.4
Male,174.1,84.6
Male,177.1,93.1
Male,183,93.3
Male,171.8,82
Male,177.2,86.1
Male,170,79.5
Male,182.1,89.2
Male,175.3,83.3
Male,174.3,92.1
Male,173.3,86.4
Male,171.3,75.5
Male,173.1,87
Male,180.2,87.8
Male,179.5,88.4
Male,180.3,96.5
Male,189.5,113.4
Male,165,76.4
Male,171.2,78.9
Male,179.5,87.8
Male,182.1,93.9
Male,179.5,93.4
Male,179,90.4
Male,173.8,81
Male,178.9,86
Male,182.1,90.8
Male,172.5,75.2
Male,160,68.7
Male,169.7,79.4
Male,167.7,79.2
Male,164.9,75.4
Male,174,88
Male,177.9,86.1
Male,164,67.5
Male,184.1,101.3
Male,177.7,86.7
Male,176.1,78.2
Male,176.7,86.9
Male,177,87.1
Male,175.8,80.6
Male,163.7,73.8
Male,171.3,80.7
Male,186.7,97.4
Male,180.3,92.7
Male,189.7,102.3
Male,173.2,86.3
Male,177.4,94.3
Male,170.7,80.4
Male,172.3,87.4
Male,180,99
Male,181,87.1
Male,189.1,99.7
Male,176.7,83.3
Male,179.3,83.3
Male,172.6,83.3
Male,183.4,97.9
Male,172.9,80.5
Male,174.3,79.8
Male,174.8,90.9
Male,172.8,82.5
Male,187,97.8
Male,171.1,77.6
Male,187.6,97.1
Male,168.5,77.1
Male,183.3,90.1
Male,181.4,93.3
Male,179.5,89.8
Male,167.2,74.8
Male,182.3,91.7
Male,180,91.6
Male,177.4,85.6
Male,178.8,90.1
Male,179.9,78.9
Male,169.4,83.2
Male,167.6,83.4
Male,174.1,77.5
Male,173.5,83.8
Male,173.4,76.8
Male,168.8,89.7
Male,163.5,67.8
Male,174.7,79.1
Male,184,90.8
Male,180.2,88.1
Male,184.2,93.8
Male,178.8,89.6
Male,183.7,98.3
Male,183,99.9
Male,177.9,79.8
Male,175.9,86
Male,163.5,69.9
Male,176.5,85.5
Male,164.1,78.2
Male,181.4,95.4
Male,174.6,79.5
Male,171.5,71.6
Male,176.4,91.8
Male,169,79.9
Male,172.9,80.9
Male,172.8,79
Male,168.1,75.6
Male,179.8,89
Male,173.3,87.5
Male,179.6,90.7
Male,182.6,98
Male,181,95.2
Male,165.4,74.5
Male,168.9,78.6
Male,182.9,92
Male,173.6,81.6
Male,177.6,82.4
Male,185.9,91.3
Male,174.4,78.3
Male,177.3,83.6
Male,166.2,76
Male,174.7,79.8
Male,168.3,71.8
Male,183.9,90.5
Male,172.8,79.1
Male,182.3,96
Male,180.1,89.3
Male,184.6,100.2
Male,180.6,94.2
Male,178,100
Male,181.9,95.3
Male,193,102.7
Male,181.1,90.4
Male,170,72.8
Male,180.6,92.1
Male,179.3,88.7
Male,174,83.3
Male,162.2,67.1
Male,174.8,83.8
Male,170.4,84.9
Male,168.5,74.3
Male,177.9,91.1
Male,166.7,77.2
Male,170.8,84.5
Male,181.1,92.1
Male,176.4,92.1
Male,175,89
Male,176.8,81.9
Male,175.6,85.6
Male,174.3,85.2
Male,164.6,72.1
Male,170,77.6
Male,175.1,84.3
Male,162.6,71.6
Male,170,68.6
Male,177.2,88.6
Male,180.6,85.6
Male,185.5,99.2
Male,188.8,93.4
Male,178.3,86.1
Male,181.7,96.3
Male,175,77.9
Male,171.9,81.3
Male,182.1,96.2
Male,174.7,89.7
Male,169.4,79.3
Male,185.6,88.7
Male,186.8,93.5
Male,182.4,90.3
Male,194.2,111.7
Male,180.2,96.7
Male,184,104.4
Male,183.1,96.5
Male,173.3,87.3
Male,172.1,78.1
Male,156.9,61.5
Male,174.5,88.5
Male,181.6,97.5
Male,182,93.9
Male,182.2,89.9
Male,183.3,94.3
Male,178.9,83.1
Male,173.4,84.2
Male,169.7,74.9
Male,171.3,72.6
Male,177.2,85.3
Male,171.3,79.1
Male,166.9,76.3
Male,157,61.6
Male,187,99.8
Male,163,77
Male,176.1,87.7
Male,178.8,88.6
Male,160.2,71.4
Male,172,77.2
Male,196.7,105.5
Male,177,80.6
Male,180.8,84
Male,172.7,83.9
Male,175.2,83.5
Male,190.1,102.2
Male,167,67.2
Male,171.3,73.9
Male,167.4,79.6
Male,171.9,78
Male,177,82.5
Male,181.2,87.5
Male,181.2,88.9
Male,165.8,74.4
Male,181.7,92.4
Male,170.3,81
Male,162.3,63.7
Male,180.8,88
Male,173.5,82.7
Male,174.7,81.2
Male,152.4,51.2
Male,173.6,85.6
Male,173.4,77.7
Male,190.5,100.4
Male,173.9,90.4
Male,165.1,72.2
Male,179.6,94.9
Male,189.1,103.6
Male,158.2,70
Male,169.9,74.6
Male,178.3,88.8
Male,180.5,83.3
Male,193.3,109.2
Male,181,93.1
Male,176.1,89.5
Male,172.8,80.3
Male,176,78.2
Male,186.7,99.2
Male,168.5,75.8
Male,182.6,95.9
Male,171,78
Male,175,82.7
Male,179.8,88.3
Male,177.8,87.2
Male,171.9,77.9
Male,175.7,86.6
Male,175.8,93.3
Male,172.7,80.6
Male,168.6,69.5
Male,171.9,79.3
Male,172.2,90
Male,169.8,85.9
Male,180,90.6
Male,183.5,92.2
Male,171.7,81.8
Male,177,89.4
Male,172.9,85.4
Male,160.3,72.9
Male,179.1,84.9
Male,188.7,103.9
Male,169,75.8
Male,179,82.9
Male,171.8,82.8
Male,173.5,83.1
Male,191.9,103.4
Male,166.3,74.6
Male,181.3,97.5
Male,183.3,92.5
Male,171.2,75.5
Male,161.8,69.2
Male,183.1,95.3
Male,166.4,78.6
Male,162.6,68.6
Male,169.3,82.9
Male,184.4,98.2
Male,170.2,89.7
Male,177,87.3
Male,165.3,79.3
Male,175.8,85.8
Male,170.8,85.3
Male,178.3,87.5
Male,170.6,84.8
Male,176.4,88.7
Male,179.6,83.9
Male,165.2,68.3
Male,173.7,85.5
Male,168.7,87.8
Male,180.6,91.9
Male,178.9,84.6
Male,172.1,85.5
Male,174.8,89.6
Male,184.6,99.7
Male,200.7,122.5
Male,170.6,80
Male,169.5,75.4
Male,170.3,72.6
Male,188,103.4
Male,165.6,70.2
Male,171.5,75.8
Male,172.1,77.2
Male,176.2,80.6
Male,176.4,80.9
Male,165.1,68.5
Male,172.8,79.6
Male,183.8,88.5
Male,178.1,92.1
Male,172.7,69.2
Male,170.3,85.5
Male,185.8,96.8
Male,179.3,88.4
Male,175.7,80.6
Male,187.9,98.7
Male,176.4,90.2
Male,176.5,83.1
Male,181.7,99
Male,183.6,94.1
Male,172.2,79
Male,172.2,82.6
Male,180.4,97.3
Male,173.7,76.9
Male,174.7,86.9
Male,180.9,91.1
Male,171.3,79.3
Male,169.8,76.8
Male,168.1,77.8
Male,169.9,76.4
Male,174.2,81.2
Male,162.5,71.8
Male,168.9,76.9
Male,167.3,76.1
Male,175.8,85.7
Male,186.7,96.6
Male,165.6,66.8
Male,178.7,97.2
Male,177.2,88.9
Male,179.5,90.5
Male,172.5,83.3
Male,182.6,96.1
Male,180.7,79.6
Male,170.4,82.3
Male,172.8,77
Male,172.6,88.4
Male,169.9,84.8
Male,178.8,93.8
Male,186.9,99.5
Male,167.1,70.3
Male,179.2,81.9
Male,172.9,85
Male,196.8,114.6
Male,183.9,95
Male,166.2,80.9
Male,167.4,76.3
Male,192.1,109.4
Male,176.9,88.5
Male,177.1,93.1
Male,175.3,80.6
Male,175.3,94.6
Male,174.5,83.6
Male,178.9,84
Male,172.4,76.8
Male,181.7,88.1
Male,172.3,75.4
Male,178.5,85.8
Male,179.9,89.8
Male,175.7,86.5
Male,188.3,95.8
Male,176.3,87.4
Male,184.4,93
Male,176.1,81.8
Male,163.2,73.2
Male,158.5,73.7
Male,168.2,71.1
Male,163.2,61.3
Male,183.1,95.5
Male,178.4,92
Male,167.2,76.4
Male,191,103.2
Male,186.6,101.2
Male,169.2,79.3
Male,170.6,87.7
Male,172.7,85.3
Male,162.9,69.3
Male,178.2,85.8
Male,176.6,78.9
Male,181.9,92.8
Male,173.4,82.6
Male,189.4,95.6
Male,184.5,94.4
Male,185.4,91.5
Male,182.8,94.7
Male,176,86.2
Male,171.1,80.5
Male,170.9,81.2
Male,178,75.9
Male,163.4,79.7
Male,177.5,88.8
Male,162.5,70.3
Male,169.4,84.1
Male,184,91.5
Male,177,96
Male,171.8,75.4
Male,173.8,85.7
Male,183.1,90.9
Male,178.4,87.5
Male,181.3,93.2
Male,180.6,91.6
Male,176.2,89
Male,178.1,87.4
Male,170.9,79.4
Male,179.7,91.2
Male,168.6,75.5
Male,170.8,80.4
Male,173.4,78.1
Male,173.2,81.1
Male,171.9,83.3
Male,168.8,76.6
Male,194.5,104.3
Male,175.2,85.1
Male,184,89.2
Male,172.8,92.2
Male,169.5,82.5
Male,179.5,84.3
Male,181.5,86.4
Male,181.8,94.3
Male,171.3,82.2
Male,176.6,91
Male,179.7,85.6
Male,171.7,67.8
Male,180.9,93.2
Male,176.7,97.3
Male,186.3,98.3
Male,186.7,101.3
Male,176.3,84.9
Male,182.3,100.6
Male,171.7,76.6
Male,171.9,81.3
Male,174.2,82.6
Male,181.2,94.5
Male,172.6,94.2
Male,171.3,78.6
Male,177.8,96.2
Male,174,85.2
Male,169.4,72
Male,173.9,84.3
Male,187.9,91
Male,186.3,101.1
Male,184.3,94.6
Male,171.9,87.8
Male,177.6,92.6
Male,165.9,74
Male,173.1,89.4
Male,175.9,93.8
Male,177.9,89.7
Male,175.3,79.1
Male,175.6,79.8
Male,169.6,80.1
Male,176.4,88.4
Male,181.5,95.1
Male,178.7,85.2
Male,183.1,99.5
Male,175.9,79.9
Male,169.4,74.4
Male,172.9,80.3
Male,161.1,70.8
Male,171.3,80.3
Male,179.1,86.8
Male,174.4,83.6
Male,170.5,77.1
Male,176.6,79
Male,152.2,64.2
Male,172.8,72.6
Male,171.8,87.9
Male,177,98.3
Male,171.1,86
Male,170.8,82.4
Male,181.3,93.4
Male,174.5,84.7
Male,161,69
Male,183.4,90
Male,177.6,84.3
Male,163.8,75.6
Male,181.8,87.4
Male,177.1,91.2
Male,177.7,85.6
Male,183.5,85.1
Male,182.4,92.7
Male,170.1,86.4
Male,173.4,89.3
Male,170.3,79.6
Male,167,80.8
Male,175.6,81.2
Male,180.8,92.2
Male,173.3,79.1
Male,176.5,93.8
Male,173.1,82.2
Male,161.2,75.2
Male,171.5,79.9
Male,167.5,72.8
Male,182.6,92.2
Male,164.6,75.1
Male,182.2,92.4
Male,166.9,78.5
Male,185.1,98
Male,178.4,84.3
Male,166.5,73.7
Male,171.4,81.1
Male,164.6,75.6
Male,176.8,78.9
Male,171.9,82.6
Male,182.6,96.6
Male,168.8,79.3
Male,173,84.6
Male,165.3,75
Male,185.6,93.8
Male,169.3,78.4
Male,170,83
Male,176.8,83.6
Male,175.5,83.2
Male,166.3,79.2
Male,164.4,68.3
Male,175.3,83.4
Male,159.9,69.9
Male,172.7,84.5
Male,171.5,81.7
Male,165.6,70.9
Male,177.2,77
Male,190.2,107.2
Male,171.9,77
Male,179,85.6
Male,163.8,72.3
Male,189,96.5
Male,165.3,75.2
Male,181.4,85.8
Male,182,83.9
Male,170.2,86.4
Male,176.1,82.5
Male,174.1,82.2
Male,184.4,100.3
Male,173.3,84.7
Male,180.7,86.8
Male,173.5,83.3
Male,179.3,96.6
Male,175.3,83.3
Male,173.4,84.5
Male,180.8,90.9
Male,178.6,90.3
Male,157.8,66.1
Male,175.7,81.1
Male,163.2,71.7
Male,176.6,87.4
Male,186.9,97.9
Male,186.4,94.9
Male,168.1,79
Male,182.5,90
Male,174.2,85
Male,169.2,75.6
Male,178.5,87.4
Male,178.8,86.6
Male,186.7,95.2
Male,163.5,79.4
Male,172.2,82.6
Male,182.5,91.7
Male,175,87.4
Male,172.9,79.9
Male,162,73
Male,169.9,86.7
Male,174.7,85.1
Male,172.2,71.8
Male,160.7,65
Male,171.1,84.7
Male,162.7,75.6
Male,188,98.8
Male,181.1,90.2
Male,178.8,93.6
Male,176.7,85
Male,158.4,63.1
Male,181.2,94.9
Male,180,90.5
Male,161.9,71
Male,169.4,81.3
Male,170.3,77
Male,184.8,86.3
Male,161.2,64
Male,180.8,83.9
Male,163.7,71.4
Male,168.7,80.4
Male,170.7,76.6
Male,181,93.1
Male,168.9,77.6
Male,182.2,91.7
Male,172.7,83.6
Male,171.7,82
Male,172.8,73.5
Male,165,74.9
Male,174.1,85
Male,172.6,81.1
Male,195.1,103.1
Male,167,74
Male,178.7,84
Male,173.5,84.4
Male,176.5,85.2
Male,181.6,87.5
Male,155.5,69.6
Male,177.9,89.5
Male,193,104.9
Male,167,66.2
Male,171.1,90.2
Male,178.8,92.3
Male,168.6,73.5
Male,172.4,87
Male,192.3,106.7
Male,156.1,61.5
Male,150.8,61.9
Male,168.6,84.4
Male,180.6,89.8
Male,176.7,87.3
Male,170.9,82.8
Male,187,102.2
Male,179,85.1
Male,165.4,62.9
Male,173.6,80
Male,164.7,71.5
Male,180.7,87.2
Male,159.5,69.6
Male,166.6,69.4
Male,185.3,91.9
Male,167.8,77.5
Male,178.7,93.5
Male,164.9,60.6
Male,167.3,79.2
Male,164.1,69.5
Male,170.1,78.8
Male,177.8,89
Male,165.4,67.6
Male,170.8,82.4
Male,182.8,86.6
Male,174,87.2
Male,180.2,91.6
Male,164.3,72.9
Male,175.5,79.1
Male,170.3,78.8
Male,170.5,80.7
Male,177.1,90.7
Male,175,82
Male,178.4,85.9
Male,158.3,67.8
Male,179,83.9
Male,161.8,63.2
Male,186.6,90.7
Male,182,90.3
Male,178.2,82.9
Male,169.3,70.7
Male,179.7,89.7
Male,173.1,87.6
Male,175.1,80.9
Male,180.6,87.9
Male,174.9,80.9
Male,181.2,83.7
Male,188.8,94.9
Male,176.1,81.2
Male,180.6,93.5
Male,181.6,93.4
Male,181.8,90.9
Male,178.7,88.1
Male,168.7,75.3
Male,189.3,91.6
Male,183.5,93.5
Male,185.7,94
Male,176.7,82.2
Male,184.6,100.6
Male,166.9,72.7
Male,172.7,79.4
Male,178.3,87.5
Male,179.9,96.9
Male,167.8,81.5
Male,169.1,70.1
Male,189.3,98.2
Male,161.9,73.6
Male,177.5,84.8
Male,192.7,103.1
Male,173.7,84.1
Male,180.4,94.1
Male,173.4,83.9
Male,183.9,97.8
Male,170.6,71.9
Male,176.2,88.2
Male,173.9,83
Male,173.8,89
Male,175.2,81.8
Male,179.4,84.1
Male,165.2,77.4
Male,185.5,93.1
Male,174.5,82.8
Male,175.1,90.7
Male,190.9,100.4
Male,160.4,54.1
Male,163.8,77
Male,175.7,82.5
Male,170.5,80.9
Male,164,80.2
Male,177.8,87.9
Male,170.9,70.2
Male,171.6,76
Male,177.9,90.1
Male,170.9,90.3
Male,172,79.5
Male,181,89
Male,180.3,86.7
Male,169.7,78.6
Male,168.6,78.4
Male,186.7,95.4
Male,176.2,83.4
Male,174.6,78.9
Male,181.7,94
Male,185.6,94.2
Male,176.5,85
Male,170.9,86.3
Male,175.3,90.1
Male,185.1,100.2
Male,179.6,91.7
Male,175.2,82.3
Male,179,91
Male,175.3,86.6
Male,168.8,73.9
Male,174.9,80.3
Male,173.8,81.8
Male,188.6,105.3
Male,175.4,90.2
Male,186.4,94.4
Male,178.5,84.2
Male,188.8,95.3
Male,172,89.3
Male,168.8,73.8
Male,175.4,92.7
Male,172.8,78.2
Male,174.7,94.9
Male,180.1,91.4
Male,180,91.4
Male,175.8,76.1
Male,173.8,86.6
Male,173.4,81.3
Male,183.5,92.3
Male,180,89
Male,174.7,85.3
Male,174.9,76.4
Male,169.5,77.4
Male,156.7,65.7
Male,160.9,62.7
Male,164.9,67.5
Male,185.3,92.6
Male,178,93.2
Male,167.7,76.7
Male,169.4,79.2
Male,158.5,65.6
Male,176.8,88.2
Male,185.6,104.6
Male,179.4,87.8
Male,183.8,90.4
Male,175.9,80.9
Male,168.2,76
Male,164.1,68
Male,173.7,74.8
Male,175,87.3
Male,165.2,79.1
Male,181.7,94
Male,185.6,88.9
Male,166,69.9
Male,177.3,82.3
Male,182.6,92.3
Male,177.5,88.2
Male,175.9,89.5
Male,174.2,87.4
Male,188.3,96.3
Male,171.5,85.7
Male,184.9,98.5
Male,175,83.7
Male,174.6,88.8
Male,173.5,77
Male,155.1,55.6
Male,176.7,75.2
Male,180.8,90.1
Male,182.3,82.6
Male,173.1,77.3
Male,164.8,71.3
Male,168.8,80.1
Male,170.6,74.9
Male,158.9,74.4
Male,177.9,80.1
Male,176.1,80.5
Male,166.6,66.4
Male,175.5,85.4
Male,164.8,73.6
Male,179.6,92
Male,161.9,66.3
Male,167.9,77.2
Male,164,74.8
Male,182.9,85.5
Male,185.6,92.4
Male,167.7,72.7
Male,179.8,87.1
Male,165.6,80.3
Male,168.3,73.3
Male,167.6,83.2
Male,171.5,71.7
Male,168.4,73.7
Male,153.1,57.4
Male,174.5,77.6
Male,169.5,82.3
Male,170.9,84
Male,169.1,74.8
Male,171.5,78.7
Male,175.6,82.9
Male,176.3,88.1
Male,181.9,94.5
Male,178.6,89.2
Male,173.7,89.7
Male,172.2,86.9
Male,179,78.9
Male,189.8,97.6
Male,170.5,84.9
Male,171.8,88.2
Male,175.4,87.7
Male,176.4,85.2
Male,166.4,80.9
Male,181.5,79.1
Male,171.3,80.1
Male,184,96.8
Male,183.1,87.5
Male,181.2,88.2
Male,176,78.6
Male,179.8,85.6
Male,166.1,65.1
Male,159.5,62.3
Male,173.4,83.2
Male,167.9,83
Male,175.4,86.9
Male,180.9,89.8
Male,171.7,78.8
Male,166.1,76
Male,181,94.9
Male,184,92.8
Male,180,90.7
Male,178.2,87.2
Male,183.2,91.1
Male,177.9,91.4
Male,178.4,85.1
Male,176.4,83.7
Male,173.9,87
Male,184.6,88.1
Male,178.2,94.2
Male,186.5,99.2
Male,177.5,90.8
Male,185.9,101.3
Male,173.8,83.5
Male,178.1,95.2
Male,174.2,89.1
Male,164,72.6
Male,164.9,72.2
Male,176.9,86
Male,176.7,90.4
Male,177.9,82.2
Male,170.6,81
Male,179.5,85.8
Male,172.7,82.2
Male,175.6,81.2
Male,172.8,78.6
Male,169.5,87.9
Male,178.9,88.4
Male,176.3,86.2
Male,177.7,85.4
Male,174.6,85.6
Male,165.7,70.4
Male,171.5,78
Male,164.7,70.1
Male,175.5,86.7
Male,175.2,82.6
Male,166.5,79.8
Male,167,76.1
Male,171.6,70.8
Male,164.7,66.7
Male,168.1,71
Male,180.8,87.9
Male,179,97.7
Male,172.7,81.4
Male,183.7,92.2
Male,190,105.3
Male,188,94.2
Male,178.4,83.6
Male,174.1,78.3
Male,166.1,71.2
Male,170.9,84.3
Male,167.4,79.5
Male,188.3,98.6
Male,174,87.9
Male,181.5,81.4
Male,175.9,79.5
Male,166.4,77.5
Male,169.7,80.2
Male,182.4,93.4
Male,172.9,77.9
Male,178.3,84.2
Male,195.2,96
Male,161.9,75.3
Male,160.6,78
Male,170.6,71.8
Male,175.1,82.5
Male,178.9,98.1
Male,178.1,80.1
Male,173.3,84.5
Male,165.3,79.2
Male,164.2,61.6
Male,173.7,86.6
Male,167,74.4
Male,182.7,94.4
Male,169.4,78.9
Male,173.4,83.8
Male,185.4,99.1
Male,173.1,79.4
Male,174.3,84.8
Male,166.4,72.5
Male,181.4,93.3
Male,188.3,99.4
